mId	sId
23134	27728
23135	27729
23135	56100
23136	27730
23136	41188
23137	27733
23138	27734
23139	27735
23140	27736
23140	37598
23141	27737
23142	27738
23143	27739
23143	42084
23144	27743
23145	27744
23146	27746
23147	27747
23147	58442
23148	27748
23149	27751
23150	27752
23151	27753
23151	31731
23151	40622
23151	53136
23152	27754
23153	27755
23154	27757
23155	27758
23156	27759
23157	27760
23157	57811
23158	27761
23159	27762
23160	27763
23161	27765
23162	27767
23162	59577
23163	27768
23164	27769
23165	27770
23166	27771
23167	27773
23168	27774
23169	27775
23170	27776
23171	27777
23172	27778
23172	29352
23173	27781
23174	27782
23175	27784
23176	27787
23177	27788
23178	27789
23179	27790
23180	27792
23181	27793
23182	27795
23183	27797
23184	27799
23185	27800
23186	27801
23186	57884
23187	27802
23188	27803
23189	27804
23190	27805
23191	27806
23191	55783
23192	27808
23193	27809
23194	27810
23195	27812
23196	27813
23197	27814
23198	27815
23199	27817
23200	27818
23201	27820
23201	28318
23202	27821
23203	27822
23204	27823
23205	27824
23206	27826
23207	27827
23208	27828
23209	27830
23210	27831
23211	27832
23211	32956
23211	34558
23212	27834
23213	27835
23214	27837
23215	27838
23216	27839
23216	39009
23216	42003
23216	51588
23217	27841
23218	27842
23219	27844
23220	27845
23220	30438
23221	27846
23222	27847
23223	27848
23224	27850
23225	27852
23225	52288
23226	27853
23227	27854
23228	27855
23229	27856
23230	27857
23231	27860
23231	28351
23232	27861
23233	27862
23234	27863
23235	27864
23236	27865
23237	27866
23238	27867
23238	50309
23239	27868
23240	27869
23241	27871
23242	27872
23243	27873
23244	27875
23245	27876
23246	27877
23247	27878
23248	27879
23249	27880
23250	27881
23251	27882
23252	27884
23253	27885
23254	27888
23255	27889
23255	48283
23256	27892
23257	27893
23258	27900
23259	27902
23260	27904
23261	27905
23261	28148
23262	27907
23263	27908
23264	27910
23264	49186
23265	27911
23265	39715
23266	27912
23266	43987
23267	27913
23268	27915
23268	54594
23269	27918
23270	27921
23271	27922
23272	27923
23272	57750
23273	27924
23273	34984
23273	52426
23274	27925
23275	27926
23276	27927
23277	27928
23278	27929
23279	27930
23280	27931
23281	27932
23282	27934
23283	27937
23284	27938
23285	27939
23286	27940
23287	27941
23288	27942
23288	55198
23289	27943
23290	27944
23291	27946
23292	27947
23293	27948
23294	27950
23294	33665
23295	27951
23296	27952
23297	27954
23298	27955
23299	27957
23300	27958
23301	27959
23302	27960
23302	45996
23303	27961
23304	27962
23305	27963
23305	42997
23305	50733
23306	27964
23306	54710
23307	27965
23308	27966
23309	27967
23310	27968
23311	27969
23312	27970
23313	27971
23314	27974
23315	27975
23315	38836
23316	27976
23317	27979
23318	27981
23319	27982
23320	27985
23321	27990
23322	27991
23323	27993
23324	27994
23324	36807
23325	27996
23326	27997
23327	27998
23328	27999
23329	28000
23330	28002
23331	28004
23332	28005
23333	28006
23333	39357
23334	28008
23335	28009
23336	28010
23337	28011
23337	32758
23338	28012
23339	28013
23340	28014
23341	28015
23342	28016
23343	28017
23343	28895
23344	28018
23345	28019
23346	28020
23347	28021
23348	28022
23349	28023
23350	28024
23351	28025
23352	28026
23352	44909
23353	28027
23354	28028
23355	28029
23356	28030
23356	57056
23357	28031
23358	28033
23359	28034
23359	39332
23360	28036
23361	28037
23362	28038
23362	33304
23362	51717
23363	28039
23364	28040
23365	28041
23366	28042
23367	28043
23368	28044
23368	30394
23369	28045
23370	28046
23371	28047
23372	28048
23373	28049
23373	51587
23374	28050
23374	41553
23375	28051
23375	51738
23376	28052
23377	28053
23378	28054
23379	28055
23380	28056
23381	28057
23382	28058
23382	36282
23383	28060
23384	28061
23385	28062
23386	28063
23387	28064
23388	28065
23389	28066
23390	28067
23391	28068
23391	53547
23392	28069
23393	28070
23394	28072
23394	30841
23394	46971
23395	28073
23396	28074
23396	59728
23397	28075
23398	28076
23399	28077
23399	48740
23399	49285
23400	28078
23401	28080
23402	28081
23402	33371
23403	28083
23404	28084
23405	28085
23406	28086
23407	28087
23407	48583
23408	28088
23408	36647
23409	28091
23410	28092
23411	28093
23412	28095
23413	28096
23413	46300
23414	28097
23415	28098
23415	50797
23416	28100
23417	28101
23418	28102
23418	42775
23419	28103
23420	28104
23421	28105
23422	28106
23423	28108
23424	28109
23425	28110
23426	28111
23427	28113
23427	56893
23428	28114
23428	29422
23428	59125
23429	28115
23430	28116
23431	28119
23432	28123
23433	28124
23434	28125
23435	28126
23436	28128
23437	28130
23438	28131
23439	28133
23440	28136
23441	28137
23442	28138
23443	28139
23443	28341
23444	28140
23445	28141
23445	51635
23446	28142
23447	28143
23448	28144
23449	28146
23450	28147
23451	28149
23452	28151
23452	43643
23453	28153
23454	28156
23454	29231
23454	54134
23455	28157
23456	28158
23457	28159
23458	28160
23458	58367
23459	28161
23460	28162
23461	28164
23461	42674
23462	28165
23463	28166
23464	28167
23465	28168
23466	28169
23467	28170
23468	28171
23469	28172
23469	59718
23470	28173
23471	28174
23472	28175
23473	28176
23474	28177
23474	38328
23475	28178
23476	28179
23477	28180
23478	28181
23479	28182
23479	51003
23480	28183
23481	28184
23482	28185
23483	28187
23484	28188
23484	32447
23485	28190
23486	28191
23486	33552
23487	28192
23487	35362
23488	28193
23489	28196
23490	28198
23491	28199
23492	28205
23492	31300
23493	28206
23494	28208
23495	28209
23495	50672
23496	28210
23496	49885
23496	54244
23497	28212
23498	28215
23498	59493
23499	28216
23500	28218
23501	28219
23501	51593
23502	28220
23503	28224
23504	28225
23504	31044
23505	28226
23506	28228
23507	28230
23508	28231
23508	56105
23509	28232
23509	58246
23510	28233
23511	28234
23511	42812
23512	28235
23513	28236
23514	28238
23515	28239
23516	28242
23517	28243
23518	28244
23519	28245
23519	52966
23520	28246
23521	28247
23522	28248
23523	28249
23524	28250
23525	28251
23526	28253
23527	28254
23527	36430
23528	28256
23529	28257
23530	28261
23530	29344
23531	28262
23532	28263
23532	30660
23533	28264
23534	28266
23535	28267
23536	28268
23537	28269
23538	28270
23539	28271
23540	28273
23541	28275
23542	28276
23543	28277
23544	28280
23545	28281
23546	28282
23547	28283
23547	37244
23548	28287
23549	28288
23550	28289
23551	28290
23552	28291
23552	35706
23553	28293
23554	28294
23555	28295
23556	28296
23557	28298
23558	28299
23559	28300
23560	28301
23561	28305
23562	28306
23562	58577
23563	28307
23564	28308
23565	28309
23566	28310
23567	28311
23568	28312
23568	30047
23569	28315
23570	28316
23571	28319
23572	28321
23573	28322
23574	28323
23575	28324
23576	28326
23577	28327
23577	41154
23578	28329
23579	28331
23580	28332
23581	28336
23581	39869
23581	40521
23582	28337
23582	53588
23583	28338
23584	28339
23585	28340
23586	28342
23587	28343
23587	44497
23588	28344
23588	33629
23589	28345
23590	28346
23591	28347
23592	28348
23592	40707
23593	28349
23594	28350
23595	28354
23596	28355
23597	28356
23598	28357
23599	28358
23600	28361
23600	38149
23601	28363
23601	38702
23602	28364
23602	47985
23603	28365
23604	28367
23605	28368
23606	28370
23607	28371
23608	28372
23609	28373
23610	28374
23611	28376
23612	28377
23613	28378
23614	28381
23615	28384
23616	28385
23617	28386
23618	28387
23619	28388
23620	28389
23621	28390
23622	28391
23623	28392
23624	28393
23624	47717
23625	28394
23626	28395
23627	28396
23628	28397
23629	28398
23630	28400
23631	28401
23632	28403
23633	28404
23634	28405
23635	28406
23636	28407
23637	28408
23638	28410
23639	28411
23639	59188
23640	28412
23641	28413
23642	28416
23642	34822
23643	28418
23644	28421
23645	28423
23645	41944
23646	28424
23647	28426
23648	28427
23649	28428
23649	55729
23650	28429
23651	28430
23652	28431
23653	28433
23654	28434
23655	28436
23656	28438
23657	28440
23658	28441
23659	28442
23660	28443
23660	42124
23661	28444
23662	28445
23662	48966
23663	28446
23664	28447
23665	28448
23666	28449
23667	28451
23668	28452
23669	28453
23669	36151
23670	28455
23671	28456
23672	28457
23673	28459
23674	28460
23675	28462
23676	28463
23676	57630
23677	28464
23677	59128
23678	28466
23678	47388
23678	49013
23678	49328
23679	28467
23680	28469
23681	28471
23682	28472
23683	28474
23684	28475
23685	28477
23686	28478
23687	28479
23688	28480
23689	28483
23690	28484
23691	28486
23692	28488
23693	28490
23694	28491
23695	28492
23696	28493
23697	28494
23698	28495
23699	28496
23700	28497
23701	28498
23702	28499
23703	28501
23704	28503
23705	28504
23706	28505
23707	28506
23708	28507
23709	28508
23710	28510
23711	28511
23712	28512
23713	28513
23714	28514
23715	28515
23716	28516
23717	28517
23718	28518
23719	28519
23719	34533
23720	28520
23721	28521
23722	28523
23723	28524
23724	28525
23725	28527
23726	28528
23727	28529
23728	28530
23729	28531
23730	28532
23731	28533
23732	28534
23733	28535
23734	28536
23735	28541
23736	28542
23737	28544
23737	31054
23738	28545
23739	28546
23739	31547
23740	28547
23741	28549
23742	28550
23743	28551
23744	28552
23745	28553
23746	28556
23747	28558
23748	28559
23749	28560
23750	28561
23751	28562
23751	55686
23752	28563
23753	28564
23754	28565
23755	28566
23756	28567
23756	34647
23756	36826
23757	28568
23758	28572
23759	28574
23760	28575
23761	28576
23762	28577
23763	28578
23764	28579
23765	28582
23765	55930
23766	28583
23767	28584
23768	28585
23769	28587
23770	28589
23771	28590
23771	49126
23772	28592
23773	28594
23774	28596
23775	28597
23776	28598
23777	28599
23778	28601
23779	28602
23780	28603
23781	28604
23781	31333
23782	28606
23783	28608
23784	28610
23785	28611
23786	28612
23786	33215
23786	36982
23787	28613
23788	28614
23789	28615
23790	28616
23791	28617
23792	28618
23793	28619
23794	28620
23795	28621
23796	28623
23797	28624
23798	28625
23799	28626
23800	28628
23801	28629
23802	28630
23803	28631
23804	28632
23805	28633
23806	28634
23807	28635
23808	28636
23809	28637
23810	28638
23811	28639
23812	28640
23812	54068
23813	28641
23814	28642
23815	28643
23816	28644
23817	28646
23818	28647
23818	46555
23819	28649
23820	28650
23821	28651
23822	28652
23822	51675
23823	28653
23824	28655
23825	28656
23826	28657
23827	28658
23828	28661
23829	28662
23830	28663
23831	28664
23832	28665
23833	28666
23834	28667
23835	28668
23836	28670
23837	28671
23838	28673
23839	28675
23840	28676
23840	36576
23841	28677
23842	28678
23843	28679
23844	28680
23845	28681
23845	32703
23845	43071
23846	28682
23847	28683
23848	28684
23848	32841
23848	44274
23849	28686
23850	28688
23851	28689
23851	37818
23851	44585
23852	28691
23852	45833
23853	28692
23853	51975
23854	28694
23854	40693
23855	28696
23855	33393
23856	28697
23857	28699
23858	28701
23859	28702
23860	28703
23861	28704
23862	28705
23863	28707
23864	28708
23864	51467
23865	28709
23866	28715
23866	34531
23867	28716
23867	36437
23868	28717
23869	28719
23870	28720
23871	28721
23871	47521
23872	28723
23873	28724
23874	28726
23875	28728
23876	28730
23877	28731
23877	47099
23878	28732
23879	28733
23880	28735
23881	28736
23881	53586
23881	59494
23882	28737
23883	28739
23884	28740
23885	28741
23885	55253
23886	28743
23887	28744
23888	28745
23889	28746
23890	28747
23890	51993
23891	28749
23892	28750
23893	28751
23894	28752
23895	28753
23896	28754
23897	28756
23898	28757
23899	28758
23900	28759
23900	33224
23900	44879
23901	28760
23902	28761
23903	28763
23904	28764
23905	28765
23906	28767
23907	28768
23907	48211
23908	28769
23909	28770
23910	28771
23911	28772
23911	33410
23912	28773
23913	28774
23914	28775
23915	28777
23916	28779
23917	28781
23918	28782
23918	54930
23919	28784
23920	28785
23920	38491
23921	28787
23922	28788
23923	28790
23924	28791
23925	28794
23926	28797
23926	43895
23926	50355
23927	28798
23928	28799
23929	28800
23930	28801
23931	28802
23932	28803
23933	28804
23934	28805
23935	28807
23936	28808
23937	28809
23937	39791
23938	28810
23939	28812
23940	28813
23941	28814
23941	29000
23941	35682
23942	28815
23943	28816
23944	28817
23945	28818
23946	28820
23947	28821
23947	53534
23948	28822
23949	28823
23949	36678
23950	28825
23951	28826
23952	28827
23953	28828
23954	28829
23955	28830
23956	28831
23956	43140
23957	28832
23958	28833
23959	28834
23960	28836
23960	58491
23961	28837
23962	28839
23963	28841
23964	28842
23964	31248
23964	43421
23965	28844
23966	28845
23967	28846
23968	28849
23969	28850
23970	28853
23971	28855
23972	28856
23973	28858
23974	28861
23974	30263
23975	28863
23976	28864
23977	28865
23978	28867
23979	28868
23979	55660
23980	28869
23981	28870
23982	28872
23983	28875
23983	41934
23984	28876
23985	28877
23986	28878
23986	40947
23987	28879
23988	28880
23989	28881
23990	28882
23991	28885
23992	28886
23993	28887
23994	28888
23995	28889
23995	55827
23996	28891
23996	40663
23997	28893
23998	28894
23999	28896
24000	28897
24001	28898
24002	28899
24002	52126
24003	28900
24004	28901
24004	59253
24005	28902
24005	46224
24006	28903
24007	28904
24008	28905
24008	33278
24009	28906
24009	40961
24010	28907
24011	28911
24011	37691
24012	28912
24013	28913
24014	28914
24015	28915
24016	28916
24017	28917
24018	28919
24019	28920
24020	28921
24021	28923
24022	28924
24023	28925
24024	28926
24025	28927
24026	28929
24027	28930
24028	28931
24028	34962
24028	53273
24029	28932
24030	28933
24031	28936
24032	28937
24032	54075
24033	28939
24034	28940
24035	28942
24036	28943
24037	28944
24038	28945
24039	28946
24040	28947
24041	28948
24042	28949
24042	34791
24043	28951
24043	36025
24044	28952
24045	28953
24046	28954
24047	28955
24048	28958
24049	28959
24050	28960
24051	28962
24051	37427
24052	28963
24053	28964
24054	28965
24055	28966
24056	28967
24057	28968
24058	28969
24059	28973
24060	28974
24060	46159
24061	28975
24062	28976
24063	28978
24064	28980
24065	28981
24065	33543
24066	28982
24067	28984
24068	28986
24069	28987
24070	28988
24071	28989
24072	28992
24072	31359
24073	28993
24073	51822
24074	28994
24075	28995
24076	28996
24077	28998
24077	37534
24078	28999
24079	29001
24079	42544
24080	29003
24081	29005
24082	29007
24083	29008
24083	36215
24084	29009
24085	29010
24086	29011
24087	29013
24088	29014
24088	48305
24089	29015
24090	29016
24091	29018
24092	29019
24093	29021
24094	29022
24095	29023
24095	35140
24096	29024
24097	29025
24098	29026
24099	29027
24100	29028
24100	29128
24101	29030
24102	29031
24103	29033
24103	41520
24103	44553
24104	29036
24105	29037
24106	29038
24107	29039
24108	29041
24109	29042
24110	29043
24111	29044
24112	29046
24113	29047
24114	29048
24115	29049
24116	29051
24116	55706
24117	29053
24118	29054
24119	29055
24120	29056
24121	29057
24121	40299
24122	29058
24123	29059
24124	29060
24125	29063
24126	29064
24126	31122
24127	29065
24128	29066
24129	29067
24130	29069
24131	29070
24132	29071
24133	29073
24134	29074
24134	53791
24135	29075
24136	29076
24137	29077
24137	42062
24137	49623
24138	29078
24139	29080
24140	29081
24141	29082
24142	29083
24143	29085
24144	29086
24145	29087
24146	29088
24147	29090
24147	46948
24148	29092
24149	29093
24149	52440
24150	29094
24151	29096
24152	29097
24153	29098
24154	29099
24155	29100
24156	29101
24157	29103
24158	29104
24159	29106
24159	39027
24160	29107
24161	29108
24162	29109
24163	29110
24164	29111
24165	29112
24166	29113
24167	29114
24168	29115
24169	29116
24170	29117
24170	46406
24171	29118
24171	32724
24172	29120
24173	29121
24174	29123
24175	29124
24176	29125
24177	29126
24178	29127
24179	29130
24180	29131
24180	50091
24181	29132
24182	29133
24183	29134
24184	29136
24185	29137
24186	29141
24186	35642
24187	29142
24188	29143
24188	46645
24189	29144
24190	29145
24191	29147
24191	29759
24191	44860
24192	29148
24193	29149
24194	29150
24194	33207
24195	29151
24196	29153
24197	29154
24198	29155
24199	29156
24200	29157
24201	29158
24202	29160
24203	29161
24204	29162
24205	29165
24205	41000
24205	56357
24206	29166
24207	29168
24208	29169
24209	29170
24210	29171
24211	29172
24212	29174
24213	29175
24214	29176
24215	29177
24215	32372
24216	29179
24217	29180
24218	29181
24219	29182
24219	55834
24220	29184
24221	29185
24222	29186
24223	29187
24224	29189
24225	29190
24226	29191
24227	29192
24227	53568
24228	29193
24229	29195
24230	29196
24231	29197
24232	29198
24232	32151
24233	29199
24234	29200
24234	36038
24235	29201
24236	29202
24236	54593
24237	29203
24238	29204
24239	29205
24240	29207
24241	29208
24242	29209
24243	29210
24244	29211
24245	29212
24246	29213
24246	29367
24247	29214
24248	29216
24248	32896
24249	29217
24249	56113
24249	56175
24250	29219
24251	29221
24252	29222
24253	29223
24254	29224
24255	29225
24256	29226
24257	29230
24258	29232
24259	29233
24260	29235
24261	29236
24262	29238
24263	29240
24264	29241
24265	29242
24266	29243
24267	29244
24268	29248
24269	29250
24270	29251
24271	29252
24272	29253
24273	29254
24274	29255
24275	29256
24276	29258
24276	50542
24276	53415
24277	29260
24278	29261
24279	29262
24280	29263
24280	31955
24281	29264
24282	29265
24283	29266
24284	29267
24285	29268
24286	29269
24287	29270
24288	29271
24289	29272
24289	58083
24290	29274
24291	29275
24292	29276
24292	43038
24293	29278
24294	29280
24295	29281
24296	29282
24297	29284
24298	29285
24299	29287
24300	29288
24301	29289
24302	29290
24303	29291
24304	29292
24305	29293
24306	29294
24307	29295
24308	29296
24309	29297
24309	35275
24310	29298
24311	29299
24312	29300
24313	29301
24314	29302
24314	49775
24314	52127
24315	29303
24316	29304
24316	40739
24316	42666
24317	29305
24318	29306
24319	29307
24320	29309
24321	29310
24322	29311
24323	29312
24324	29313
24325	29314
24326	29315
24327	29316
24328	29319
24329	29320
24330	29321
24331	29322
24332	29323
24332	39209
24333	29324
24333	46018
24334	29325
24334	55523
24335	29327
24336	29329
24337	29330
24338	29331
24339	29332
24340	29333
24341	29334
24342	29336
24343	29338
24344	29339
24345	29340
24346	29341
24347	29342
24348	29345
24349	29346
24350	29347
24351	29348
24352	29349
24353	29350
24354	29353
24355	29355
24356	29359
24357	29360
24357	36924
24358	29361
24359	29362
24359	44798
24360	29363
24361	29365
24362	29366
24363	29369
24363	51627
24364	29370
24364	55165
24365	29371
24366	29372
24367	29373
24368	29375
24368	54946
24368	57629
24369	29376
24370	29377
24371	29378
24372	29379
24373	29380
24374	29382
24375	29383
24376	29384
24377	29385
24378	29386
24379	29389
24379	58786
24380	29390
24381	29391
24381	57956
24382	29393
24383	29395
24384	29396
24385	29398
24386	29399
24387	29400
24388	29402
24389	29403
24390	29404
24391	29406
24392	29407
24393	29410
24393	55153
24394	29411
24395	29412
24396	29413
24396	40856
24397	29414
24398	29415
24399	29416
24400	29417
24401	29419
24402	29420
24403	29421
24404	29423
24405	29424
24405	47368
24406	29425
24407	29426
24408	29427
24408	32456
24409	29428
24409	45728
24410	29429
24411	29430
24412	29432
24413	29433
24414	29434
24415	29435
24416	29436
24417	29437
24418	29438
24419	29440
24419	52113
24420	29441
24421	29442
24422	29446
24423	29447
24424	29448
24425	29449
24426	29451
24427	29452
24428	29454
24429	29456
24430	29457
24431	29458
24432	29459
24433	29460
24433	49559
24434	29461
24435	29462
24436	29464
24437	29465
24438	29466
24439	29467
24440	29468
24441	29470
24442	29472
24443	29475
24444	29476
24445	29478
24445	33351
24446	29479
24447	29480
24448	29481
24449	29482
24450	29483
24451	29484
24452	29485
24453	29486
24453	41421
24454	29488
24455	29489
24456	29490
24457	29491
24458	29492
24459	29494
24460	29496
24461	29497
24462	29499
24463	29501
24464	29502
24465	29503
24466	29504
24467	29505
24468	29506
24469	29507
24470	29508
24471	29509
24471	48618
24472	29510
24473	29511
24474	29512
24475	29513
24476	29514
24477	29515
24478	29517
24479	29520
24480	29522
24481	29523
24482	29524
24483	29525
24484	29526
24485	29528
24486	29529
24486	40563
24486	52579
24487	29531
24488	29532
24489	29534
24490	29536
24491	29538
24492	29539
24493	29541
24494	29542
24495	29543
24496	29544
24497	29545
24498	29547
24498	56478
24499	29548
24500	29549
24501	29550
24502	29551
24503	29555
24504	29556
24505	29557
24506	29558
24507	29559
24508	29562
24509	29563
24510	29564
24511	29565
24512	29566
24513	29567
24514	29568
24514	48386
24515	29569
24516	29571
24517	29572
24518	29573
24519	29575
24520	29576
24521	29577
24522	29578
24523	29579
24523	57176
24524	29580
24524	53582
24524	55332
24525	29582
24526	29583
24527	29584
24528	29585
24529	29586
24530	29587
24531	29588
24532	29590
24533	29591
24534	29593
24535	29594
24536	29595
24537	29596
24538	29597
24539	29598
24540	29599
24541	29601
24542	29602
24543	29604
24544	29608
24545	29609
24546	29610
24547	29612
24548	29613
24549	29614
24550	29615
24551	29616
24551	48857
24552	29617
24553	29618
24554	29619
24555	29620
24556	29622
24556	52892
24557	29624
24558	29625
24558	47064
24559	29630
24560	29631
24561	29632
24561	31863
24561	50946
24561	54745
24562	29633
24563	29634
24564	29635
24565	29636
24566	29637
24567	29638
24568	29640
24569	29641
24570	29642
24571	29643
24571	54113
24572	29646
24573	29649
24574	29650
24575	29651
24575	50099
24576	29652
24577	29653
24578	29654
24579	29655
24580	29657
24580	31800
24581	29658
24582	29659
24583	29660
24584	29663
24585	29664
24586	29667
24587	29669
24588	29672
24588	45710
24589	29673
24590	29675
24591	29676
24592	29677
24593	29680
24594	29682
24595	29684
24596	29685
24597	29687
24598	29688
24599	29689
24600	29690
24601	29691
24602	29692
24603	29694
24604	29695
24605	29696
24606	29697
24607	29699
24607	42590
24608	29700
24609	29701
24610	29702
24611	29703
24612	29704
24613	29705
24614	29706
24614	50450
24615	29707
24616	29708
24617	29709
24618	29711
24619	29712
24620	29713
24621	29714
24622	29715
24623	29716
24623	51246
24624	29717
24625	29718
24626	29719
24627	29720
24628	29722
24629	29723
24630	29724
24631	29725
24632	29727
24633	29728
24633	53570
24633	54094
24633	54339
24634	29730
24634	44838
24635	29731
24636	29732
24637	29733
24637	31348
24637	33051
24637	55228
24638	29734
24639	29735
24640	29736
24641	29737
24642	29740
24642	55393
24643	29741
24644	29743
24645	29744
24646	29746
24646	41262
24646	42905
24647	29747
24648	29748
24648	46550
24649	29749
24650	29751
24651	29752
24652	29753
24653	29754
24654	29755
24655	29756
24656	29757
24657	29760
24658	29761
24659	29762
24660	29763
24661	29766
24662	29767
24663	29768
24664	29771
24665	29772
24666	29773
24667	29774
24668	29775
24669	29776
24670	29777
24670	34608
24671	29778
24671	45631
24672	29779
24673	29780
24674	29781
24674	40387
24674	44737
24675	29782
24676	29783
24677	29784
24678	29785
24679	29786
24680	29788
24681	29789
24682	29790
24683	29791
24683	58046
24684	29793
24685	29794
24686	29795
24686	46127
24687	29796
24688	29797
24689	29798
24689	53133
24690	29800
24691	29801
24692	29804
24693	29805
24694	29807
24695	29809
24695	53314
24696	29810
24697	29812
24698	29813
24699	29815
24700	29816
24701	29818
24702	29820
24703	29821
24704	29822
24705	29824
24705	39341
24705	50413
24706	29825
24707	29826
24708	29828
24709	29829
24710	29831
24711	29833
24712	29836
24712	35735
24713	29837
24714	29838
24714	59067
24715	29839
24716	29840
24717	29841
24718	29842
24719	29843
24720	29844
24721	29845
24722	29846
24723	29847
24723	56981
24724	29848
24725	29849
24726	29850
24727	29851
24728	29852
24729	29854
24729	41142
24729	54402
24730	29855
24730	45324
24730	46564
24731	29856
24732	29857
24733	29858
24734	29859
24734	54210
24735	29860
24736	29861
24737	29862
24738	29863
24739	29864
24740	29865
24740	53994
24741	29867
24742	29868
24743	29869
24744	29871
24744	34872
24745	29873
24746	29875
24747	29876
24748	29878
24749	29880
24750	29881
24751	29882
24752	29883
24752	56231
24753	29884
24753	47253
24754	29885
24755	29886
24756	29888
24757	29889
24758	29890
24759	29891
24760	29892
24760	47959
24761	29893
24761	51194
24762	29895
24762	31662
24762	37851
24763	29896
24764	29898
24765	29899
24766	29900
24766	47049
24767	29901
24768	29902
24768	41085
24769	29903
24770	29904
24771	29905
24772	29907
24773	29909
24774	29911
24775	29912
24776	29913
24777	29914
24778	29916
24779	29917
24780	29920
24781	29921
24782	29922
24783	29923
24784	29924
24785	29925
24786	29926
24787	29927
24788	29928
24789	29929
24789	38714
24790	29930
24791	29931
24792	29932
24793	29933
24794	29934
24795	29935
24796	29937
24796	49372
24797	29938
24798	29941
24799	29942
24799	49556
24800	29943
24801	29944
24802	29945
24803	29946
24804	29947
24805	29948
24806	29950
24807	29952
24808	29953
24809	29954
24809	34294
24810	29955
24811	29956
24812	29957
24813	29958
24814	29960
24814	35799
24815	29961
24816	29962
24816	36537
24817	29963
24818	29965
24818	39278
24819	29966
24820	29967
24821	29968
24822	29969
24823	29970
24824	29971
24825	29972
24826	29973
24827	29974
24828	29975
24829	29976
24830	29977
24831	29978
24832	29979
24833	29980
24834	29982
24835	29983
24836	29984
24837	29985
24838	29989
24839	29990
24840	29992
24841	29993
24842	29994
24843	29995
24843	53577
24843	57686
24844	29996
24845	29998
24846	29999
24847	30000
24847	32276
24848	30002
24849	30003
24850	30004
24851	30005
24852	30006
24853	30007
24853	56603
24854	30008
24855	30009
24856	30010
24856	50347
24857	30011
24858	30012
24859	30014
24860	30015
24861	30016
24862	30018
24863	30023
24864	30024
24864	41223
24865	30025
24866	30027
24867	30028
24868	30029
24869	30030
24870	30031
24871	30033
24872	30034
24872	30536
24872	52572
24873	30035
24873	37582
24874	30036
24875	30037
24876	30038
24876	33124
24876	43364
24877	30039
24878	30040
24878	58664
24879	30041
24880	30042
24881	30043
24882	30044
24883	30045
24884	30048
24884	46285
24885	30050
24885	59331
24886	30053
24887	30054
24888	30055
24889	30056
24890	30058
24891	30059
24891	47626
24892	30060
24892	43977
24893	30061
24894	30062
24894	49857
24895	30063
24896	30064
24897	30065
24897	51696
24898	30066
24899	30068
24900	30070
24901	30071
24902	30072
24903	30073
24904	30074
24905	30076
24906	30078
24907	30079
24908	30080
24908	38408
24909	30084
24910	30085
24910	47982
24911	30086
24912	30087
24913	30089
24914	30090
24915	30092
24916	30093
24917	30094
24918	30095
24919	30096
24920	30097
24920	33916
24921	30099
24922	30100
24923	30102
24924	30103
24925	30104
24926	30106
24927	30107
24928	30109
24929	30111
24930	30112
24931	30113
24931	55263
24932	30114
24933	30116
24934	30117
24935	30118
24935	52249
24936	30119
24937	30120
24938	30121
24938	58182
24939	30122
24940	30124
24941	30125
24942	30127
24943	30129
24944	30130
24944	58954
24945	30131
24946	30132
24946	55661
24947	30133
24948	30134
24949	30135
24949	42267
24949	58716
24950	30136
24951	30137
24952	30138
24953	30139
24954	30140
24955	30141
24956	30142
24957	30143
24958	30144
24959	30145
24960	30150
24961	30151
24961	55286
24962	30153
24962	34750
24962	36937
24962	55605
24963	30155
24963	52776
24964	30157
24965	30158
24966	30159
24967	30160
24968	30161
24968	34142
24969	30162
24970	30163
24971	30164
24971	41378
24972	30165
24973	30166
24974	30167
24975	30170
24976	30171
24976	36458
24977	30172
24977	58027
24978	30173
24978	57289
24979	30175
24980	30176
24981	30180
24982	30181
24982	39431
24982	58048
24983	30182
24984	30185
24985	30186
24986	30187
24987	30188
24987	48045
24988	30190
24989	30191
24990	30192
24990	44029
24991	30193
24992	30195
24993	30196
24994	30197
24995	30198
24996	30199
24997	30200
24997	57124
24997	57232
24998	30201
24999	30202
25000	30203
25001	30204
25002	30207
25003	30208
25004	30210
25005	30211
25006	30212
25007	30213
25008	30214
25009	30215
25010	30216
25011	30217
25012	30218
25013	30219
25014	30220
25015	30221
25015	54173
25016	30222
25016	30665
25017	30224
25018	30225
25019	30226
25019	52919
25020	30228
25021	30229
25022	30230
25023	30231
25023	30733
25024	30232
25025	30233
25025	50905
25026	30234
25027	30235
25028	30236
25029	30237
25029	59343
25030	30238
25031	30239
25032	30240
25033	30241
25034	30242
25035	30243
25036	30244
25037	30245
25038	30246
25039	30247
25040	30248
25041	30249
25042	30250
25043	30251
25044	30252
25045	30254
25046	30255
25047	30256
25048	30257
25048	50404
25049	30258
25050	30259
25051	30260
25052	30261
25053	30264
25054	30266
25055	30267
25056	30269
25057	30271
25058	30272
25059	30276
25060	30278
25060	31533
25061	30279
25062	30280
25063	30281
25064	30283
25065	30284
25065	34225
25066	30285
25067	30286
25067	52464
25068	30288
25068	58216
25069	30289
25070	30290
25071	30291
25072	30292
25073	30293
25074	30294
25075	30295
25075	52853
25076	30296
25076	53025
25077	30298
25078	30299
25079	30300
